0.0079083786381337,1.4,1.1,9.031043000000007
0.0079083786381337,1.4,1.25,11.581110999999993
0.0079083786381337,1.4,1.5,17.63506599999999
0.0079083786381337,1.4,1.7,24.776528000000003
0.0079083786381337,1.4,1.89,34.18017100000001
0.0079083786381337,1.4,2.08,47.89200400000001
0.0079083786381337,1.4,2.19,58.781201
0.0079083786381337,1.4,2.27,68.315084
0.0079083786381337,1.4,2.35,79.150366
0.0079083786381337,1.4,2.46,95.427309
0.0079083786381337,1.4,2.65,119.6112
0.0079083786381337,1.4,2.83,121.873435
0.0079083786381337,1.4,3.21,130.249845
0.0079083786381337,1.4,3.79,65.74942100000001
0.0079083786381337,1.4,4.16,65.505472
0.0079083786381337,1.6,1.1,4.433309000000004
0.0079083786381337,1.6,1.25,5.639167000000013
0.0079083786381337,1.6,1.5,8.551723000000008
0.0079083786381337,1.6,1.7,12.06978700000001
0.0079083786381337,1.6,1.89,16.62522300000001
0.0079083786381337,1.6,2.08,22.733988
0.0079083786381337,1.6,2.19,27.145427000000005
0.0079083786381337,1.6,2.27,30.870229
0.0079083786381337,1.6,2.35,35.15092500000001
0.0079083786381337,1.6,2.46,42.183192
0.0079083786381337,1.6,2.65,58.09740400000002
0.0079083786381337,1.6,2.83,76.823427
0.0079083786381337,1.6,3.21,97.52852800000001
0.0079083786381337,1.6,3.79,67.87633500000001
0.0079083786381337,1.6,4.16,63.65703099999999
0.0079083786381337,1.8,1.1,2.2169340000000046
0.0079083786381337,1.8,1.25,2.7989799999999985
0.0079083786381337,1.8,1.5,4.189117000000008
0.0079083786381337,1.8,1.7,5.916893000000007
0.0079083786381337,1.8,1.89,8.143454999999994
0.0079083786381337,1.8,2.08,11.179756000000017
0.0079083786381337,1.8,2.19,13.403248000000012
0.0079083786381337,1.8,2.27,15.26727900000001
0.0079083786381337,1.8,2.35,17.370058000000007
0.0079083786381337,1.8,2.46,20.70925800000001
0.0079083786381337,1.8,2.65,27.894516000000017
0.0079083786381337,1.8,2.83,36.722912
0.0079083786381337,1.8,3.21,63.63265400000002
0.0079083786381337,1.8,3.79,70.00324900000001
0.0079083786381337,1.8,4.16,61.80858900000001
0.0079083786381337,2.0,1.1,1.1571080000000178
0.0079083786381337,2.0,1.25,1.4352320000000116
0.0079083786381337,2.0,1.5,2.091437000000012
0.0079083786381337,2.0,1.7,2.9507410000000127
0.0079083786381337,2.0,1.89,4.030295
0.0079083786381337,2.0,2.08,5.489873000000007
0.0079083786381337,2.0,2.19,6.558388000000001
0.0079083786381337,2.0,2.27,7.463237999999998
0.0079083786381337,2.0,2.35,8.494009000000013
